id,x,y,kde
2685,3.471405,11.408405,0.004765118056643569
297,89.67849,-10.964235,0.004765118056643569
1698,25.592508,131.011,0.009530236113287138
3257,-58.105743,53.499817,0.004765118056643569
680,-61.585915,92.545456,0.004765118056643569
1267,-72.69695,-6.9133735,0.004765118056643569
1299,-114.4013,77.05687,0.004765118056643569
1746,45.779846,9.209674,0.004765118056643569
1257,-92.66285,76.83197,0.004765118056643569
1836,-88.20566,42.07885,0.004765118056643569
1883,-94.6498,66.669365,0.004765118056643569
1901,-108.408615,42.837315,0.004765118056643569
2110,-83.5291,25.022959,0.004765118056643569
2647,-62.280083,89.85173,0.009530236113287138
2686,-127.11762,2.2482004,0.009530236113287138
2871,-67.237785,98.00497,0.004765118056643569
3908,87.198425,-54.06861,0.004765118056643569
57,138.1623,-68.67147,0.004765118056643569
2140,86.793434,-56.04722,0.004765118056643569
2901,95.24566,-47.89404,0.004765118056643569
4006,115.91098,-39.96144,0.004765118056643569
3549,63.51285,-0.14966811,0.004765118056643569
4436,37.010544,9.761768,0.004765118056643569
4513,-44.941265,45.274704,0.009530236113287138
378,89.86073,-21.936865,0.004765118056643569
1668,-39.522915,-59.956955,0.004765118056643569
2381,93.077415,-19.868515,0.009026131628242999
3265,-51.39409,59.725025,0.004765118056643569
3313,-62.074997,-7.1105003,0.009530236113287138
3320,-49.923313,108.50083,0.004765118056643569
3741,-124.544685,-8.657141,0.009530236113287138
3786,-12.645857,-176.70027,0.004765118056643569
3856,41.94021,-0.88672554,0.004765118056643569
4000,-116.70401,-44.98383,0.004765118056643569
4200,77.94999,-35.971992,0.004765118056643569
4565,41.261486,-77.90177,0.004765118056643569
4513,-44.941265,45.274704,0.009530236113287138
3947,40.89319,-77.48218,0.00476511805664367
5006,158.95996,21.767937,0.004765118056643569
125,160.33495,21.09147,0.004765118056643569
5056,109.26279,41.186962,0.004765118056643569
4544,25.728056,14.927002,0.004765118056643569
5511,-101.96563,-23.63804,0.009530236113287138
2518,-46.252758,-87.974464,0.004765118056643569
3215,-32.770336,153.59012,0.004765118056643569
2917,-30.437029,148.43341,0.004765118056643569
3300,-97.50221,32.277203,0.009530236113287138
4004,-117.58405,-44.656902,0.004765118056643569
4682,-48.875942,-98.311554,0.004765118056643569
4689,-52.870316,-95.70693,0.004765118056643569
5390,-64.39126,48.62029,0.004765118056643569
2199,-101.911736,-22.895279,0.004765118056643569
2860,-108.210464,0.29614455,0.004765118056643569
5465,-99.61937,-22.291403,0.004765118056643569
5684,60.016685,19.10901,0.004765118056643569
6245,24.970985,-7.0164027,0.004765118056643569
6325,71.78518,-14.301096,0.005758094031943138
5656,43.647663,-103.01668,0.004765118056643569
6461,-26.440756,23.850544,0.004765118056643569
668,44.447117,160.18634,0.009530236113287138
2514,-55.011734,-80.010155,0.004765118056643569
2527,-50.977966,-99.24508,0.009530236113287138
3699,77.23903,11.782219,0.004765118056643569
3703,-52.068283,-42.731255,0.004765118056643569
3944,77.95903,-87.783104,0.004765118056643569
4134,-75.78864,-86.659164,0.009530236113287138
4183,-37.02483,-59.40523,0.007390485641986823
4554,81.489365,-7.7485538,0.004765118056643569
2509,-48.19384,-82.70675,0.004765118056643569
4725,-45.04238,-95.59862,0.004765118056643569
4723,-44.489555,-95.95663,0.004765118056643569
4854,-97.21619,-121.56367,0.009530236113287138
5399,-45.367966,56.30853,0.004765118056643569
5400,-113.16941,26.790752,0.009530236113287138
5511,-101.96563,-23.63804,0.009530236113287138
5607,-57.591705,39.196835,0.004765118056643569
5629,-91.41085,54.724808,0.012776135973200348
5631,-39.136513,68.714806,0.004765118056643569
5669,-45.685936,39.681313,0.005793142191565932
3734,-6.1971507,-84.37225,0.004765118056643569
5726,80.737976,-7.33281,0.004765118056643569
6066,45.515892,6.8667183,0.004765118056643569
4778,-42.261528,-124.43186,0.004765118056643569
6172,19.326681,-82.40851,0.004765118056643569
6316,18.880655,-13.500018,0.004765118056643569
6413,95.750854,62.323734,0.004765118056643569
6440,106.70491,121.681206,0.009530236113287138
6469,79.258865,-6.481051,0.004765118056643569
6553,17.582796,91.95215,0.004765118056643569
6555,4.2043633,-5.140843,0.008774826158156647
6576,46.702988,-2.204726,0.004765118056643569
7170,42.794056,160.86948,0.004765118056643569
48,37.953613,157.85745,0.009530236113287138
1464,39.420704,161.29997,0.004765118056643569
1472,38.771954,161.87099,0.004765118056643569
1485,39.0291,161.37396,0.004765118056643569
1527,38.938686,160.95766,0.004765118056643569
37,37.554985,153.71117,0.004765118056643569
5058,41.41114,157.16518,0.004765118056643569
1242,41.326763,159.08554,0.004765118056643569
3381,41.529205,160.16824,0.004765118056643569
5856,41.942226,159.00034,0.004765118056643569
5957,41.74971,160.23859,0.004765118056643569
7473,-102.427574,-103.246796,0.004765118056643569
6774,-62.458103,61.02723,0.004765118056643569
8070,88.71977,19.04273,0.004765118056643569
8120,76.240105,-65.99248,0.009530236113287138
8938,-67.30982,69.64192,0.009530236113287138
8638,-53.27928,111.22185,0.004765118056643569
8760,-65.42923,66.66595,0.009530236113287138
8843,15.703676,73.30743,0.004765118056643569
8918,-52.996223,51.684357,0.004765118056643569
9035,-66.92359,-14.309238,0.004765118056643569
9034,-66.607735,-13.200427,0.004765118056643569
10663,19.17722,-38.579006,0.004765118056643569
10913,-19.699488,-37.72032,0.004765118056643569
7224,43.87717,-12.996469,0.004765118056643569
5079,-20.335472,-38.080894,0.004765118056643569
11135,8.561921,-17.882874,0.004765118056643569
12009,92.643166,-54.442062,0.004765118056643569
11507,92.2531,-54.441956,0.009530236113287138
13789,-11.773595,-57.686485,0.004765118056643569
7833,-51.739147,-3.2781398,0.004765118056643569
13323,-12.785922,-59.055138,0.004765118056643569
14742,15.13266,3.1424487,0.004765118056643569
14745,-3.5711238,20.572163,0.004765118056643569
16422,-169.38345,-62.222843,0.004765118056643569
9919,-104.28689,-101.33209,0.004765118056643569
10586,-162.133,-79.30354,0.004765118056643569
16787,102.000916,40.8628,0.004765118056643569
7260,102.84194,41.724243,0.004765118056643569
6427,46.312977,3.3974378,0.004765118056643569
7091,42.737896,4.3510046,0.004765118056643569
11423,81.06293,-14.415477,0.004765118056643569
11422,81.755844,-11.7150755,0.009530236113287138
145,145.15024,-64.921295,0.009530236113287138
14,147.52411,-66.076614,0.004765118056643569
98,144.92226,-65.569016,0.004765118056643569
71,139.1569,61.31345,0.01414462473882927
1889,-35.207527,153.29227,0.004765118056643569
5650,70.27581,-62.49567,0.004765118056643569
14496,139.19118,61.303955,0.01399389530772784
3911,68.20244,-62.181297,0.004765118056643569
4997,68.22472,-62.959213,0.004765118056643569
6079,1.9751682,2.5182586,0.004765118056643569
3803,2.189758,3.0045683,0.004765118056643569
109,-58.69305,-96.231636,0.004765118056643569
1221,-108.52901,-132.21423,0.004765118056643569
