id,x,y,kde
9317,0.9443787,-200.7381,0.0027196675169496795
7563,0.13552484,-201.33188,0.0027196675169496795
9575,-0.225397,-203.18073,0.0027196675169496795
3786,-12.645857,-176.70027,0.00543933503389936
3976,-24.962524,-184.8574,0.00543933503389936
174,-59.563854,-42.36846,0.00543933503389936
209,125.05835,-17.9841,0.00543933503389936
1,54.338463,29.368631,0.00543933503389936
3,145.93849,-43.04247,0.00543933503389936
32,84.16494,-19.704578,0.00543933503389936
38,64.29607,-23.031372,0.00543933503389936
48,37.953613,157.85745,0.007039750716839089
63,57.616528,29.23354,0.0027196675169496795
70,144.56494,-57.236423,0.00543933503389936
71,139.1569,61.31345,0.00543933503389936
32,84.16494,-19.704578,0.00543933503389936
2828,88.86736,0.6653774,0.00543933503389936
103,90.926414,-20.952635,0.0027196675169496795
293,85.92546,-21.849064,0.00543933503389936
3,145.93849,-43.04247,0.00543933503389936
1,54.338463,29.368631,0.00543933503389936
10578,146.29308,-42.425495,0.0027196675169496795
209,125.05835,-17.9841,0.00543933503389936
237,91.97881,-2.561287,0.007529180988523015
286,-82.3622,66.46458,0.00543933503389936
297,89.67849,-10.964235,0.00543933503389936
127,82.35365,-10.423374,0.0027196675169496795
226,81.23877,-7.974413,0.007479693841962003
31,81.96322,-10.709486,0.0027196675169496795
11422,81.755844,-11.7150755,0.00543933503389936
195,84.49446,-14.176771,0.008145613306470371
1227,84.5068,-14.183453,0.008132224062091705
1740,-1.8882961,-42.181374,0.00543933503389936
293,85.92546,-21.849064,0.00543933503389936
377,26.986897,133.96033,0.0027196675169496795
378,89.86073,-21.936865,0.00543933503389936
513,88.33251,-22.467392,0.00543933503389936
568,36.746418,195.81091,0.00543933503389936
600,92.42376,-13.391745,0.00543933503389936
159,92.32882,-14.225867,0.0027196675169496795
3112,92.37545,-14.437411,0.0027196675169496795
600,92.42376,-13.391745,0.00543933503389936
1239,83.378,62.88064,0.00543933503389936
101,61.451458,-40.620705,0.0027196675169496795
701,-0.05993069,24.37728,0.00543933503389936
71,139.1569,61.31345,0.00543933503389936
174,-59.563854,-42.36846,0.00543933503389936
1889,-35.207527,153.29227,0.00543933503389936
286,-82.3622,66.46458,0.00543933503389936
517,-53.39287,95.97203,0.00543933503389936
702,-73.35875,23.874464,0.005439335033900693
109,-58.69305,-96.231636,0.0027196675169496795
1221,-108.52901,-132.21423,0.00543933503389936
151,-98.467545,-113.81745,0.0027196675169496795
2915,-51.189865,-95.063934,0.00543933503389936
2516,-54.92523,-86.584885,0.00543933503389936
2518,-46.252758,-87.974464,0.00543933503389936
703,-90.31217,-113.57435,0.00543933503389936
705,-142.35995,-72.42866,0.0027196675169496795
701,-0.05993069,24.37728,0.00543933503389936
703,-90.31217,-113.57435,0.00543933503389936
173,-62.26692,-81.341576,0.0033202178878907417
2511,-62.408848,-81.44657,0.0033202178878907417
2500,-61.019115,-82.94451,0.0027196675169496795
2501,-60.1506,-82.45679,0.00543933503389936
2504,-60.305244,-82.95398,0.00543933503389936
2506,-58.9323,-82.71861,0.00543933503389936
2508,-60.348316,-82.38939,0.0027196675169496795
2516,-54.92523,-86.584885,0.00543933503389936
715,43.56664,-0.73779535,0.0027196675169496795
1842,44.04534,157.57518,0.00543933503389936
145,145.15024,-64.921295,0.00543933503389936
194,139.86926,-63.76439,0.00543933503389936
195,84.49446,-14.176771,0.008145613306470371
721,27.999176,170.43254,0.00543933503389936
89,38.353264,159.68866,0.0027196675169496795
7170,42.794056,160.86948,0.0027196675169496795
48,37.953613,157.85745,0.007039750716839089
13708,37.869564,157.76051,0.005920498882829141
303,44.2221,174.2716,0.0027196675169496795
3916,44.43476,175.21695,0.0027196675169496795
5872,44.523655,175.43791,0.0027196675169496795
724,46.613453,180.40987,0.00543933503389936
747,45.154583,179.38445,0.0027196675169496795
1600,45.413597,179.12099,0.0027196675169496795
1602,44.65893,178.26196,0.0027196675169496795
1637,45.458103,178.51282,0.0027196675169496795
1649,44.927475,180.07234,0.0027196675169496795
1727,42.60106,179.18507,0.0027196675169496795
1959,42.929604,181.11975,0.0027196675169496795
721,27.999176,170.43254,0.00543933503389936
745,38.476803,169.29303,0.0027196675169496795
765,29.528534,171.73264,0.0027196675169496795
767,30.993893,167.28842,0.0027196675169496795
1451,31.447054,169.70532,0.0027196675169496795
1452,31.2956,168.36626,0.0027196675169496795
1455,39.788536,160.6028,0.0027196675169496795
1458,29.434242,170.09038,0.0027196675169496795
1459,33.27573,169.24977,0.0027196675169496795
1460,33.075905,168.20201,0.0027196675169496795
1462,32.782726,171.08852,0.0027196675169496795
1463,33.59157,172.14844,0.0027196675169496795
1464,39.420704,161.29997,0.003463701501895847
1466,32.09361,166.57806,0.0027196675169496795
1467,31.234571,168.13206,0.0027196675169496795
1468,32.227573,168.42717,0.0027196675169496795
1471,32.697556,170.25829,0.0027196675169496795
1472,38.771954,161.87099,0.0027196675169496795
1474,34.130764,167.52483,0.0027196675169496795
1475,33.53203,170.26776,0.0027196675169496795
1476,29.916615,167.48409,0.0027196675169496795
1477,32.228775,168.81786,0.0027196675169496795
1480,33.604126,167.66974,0.0027196675169496795
1482,34.192116,166.88333,0.0027196675169496795
1483,31.354963,170.78926,0.0027196675169496795
1484,32.741173,169.56828,0.0027196675169496795
1485,39.0291,161.37396,0.0027196675169496795
1488,33.49979,169.05261,0.0027196675169496795
1489,30.59672,170.22453,0.0027196675169496795
1491,28.686611,169.19997,0.0027196675169496795
1494,33.17122,166.46732,0.0027196675169496795
1498,29.23685,168.7544,0.0027196675169496795
1499,29.954786,166.7152,0.0027196675169496795
1503,39.27445,161.38753,0.003463701501895847
1504,32.117096,169.59439,0.0027196675169496795
1505,34.46094,165.83319,0.0027196675169496795
1507,30.476524,171.96693,0.0027196675169500807
1511,30.328667,167.66702,0.0027196675169500807
1521,35.73286,168.27151,0.0027196675169496795
1527,38.938686,160.95766,0.0027196675169496795
1531,32.89983,167.22446,0.0027196675169496795
1533,33.048054,170.73865,0.0027196675169496795
1545,31.415495,166.70505,0.0027196675169496795
1590,32.678024,165.97325,0.0027196675169496795
1591,37.51408,174.46954,0.0027196675169496795
1597,34.428444,167.88675,0.0027196675169496795
1598,32.11865,165.3293,0.0027196675169496795
1874,29.644041,164.44894,0.0027196675169496795
1904,34.362667,170.96588,0.0027196675169496795
1913,38.986004,200.27141,0.0027196675169496795
450,34.454918,200.54211,0.0027196675169496795
568,36.746418,195.81091,0.00543933503389936
724,46.613453,180.40987,0.00543933503389936
637,41.846657,179.35992,0.0027196675169496795
227,43.719498,178.66528,0.0027196675169496795
425,44.157726,178.40976,0.0027196675169496795
446,44.807346,177.8432,0.0027196675169496795
619,45.86792,179.13159,0.0027196675169496795
635,45.67509,179.68303,0.0027196675169496795
638,46.133583,178.87085,0.0027196675169496795
1733,36.708008,196.47469,0.005275580764793411
772,36.696762,196.52246,0.005275580764793411
2685,3.471405,11.408405,0.00543933503389936
237,91.97881,-2.561287,0.007529180988523015
238,92.060936,-2.611472,0.006899359426196986
2883,90.15792,-0.7415283,0.0027196675169496795
2828,88.86736,0.6653774,0.00543933503389936
2914,54.98252,-30.709427,0.00543933503389936
38,64.29607,-23.031372,0.00543933503389936
1224,64.382,-23.353275,0.0027196675169496795
3257,-58.105743,53.499817,0.00543933503389936
517,-53.39287,95.97203,0.00543933503389936
553,-50.59876,95.894135,0.00543933503389936
4513,-44.941265,45.274704,0.00543933503389936
226,81.23877,-7.974413,0.007479693841962003
3832,81.15497,-7.919928,0.0068003851330749624
4554,81.489365,-7.7485538,0.0027196675169496795
4513,-44.941265,45.274704,0.00543933503389936
4540,78.71659,14.199753,0.00543933503389936
1239,83.378,62.88064,0.00543933503389936
1341,74.60431,107.666275,0.0027196675169496795
1668,-39.522915,-59.956955,0.00543933503389936
1698,25.592508,131.011,0.0027196675169496795
1324,25.432554,131.43816,0.0027196675169496795
1673,24.771915,132.59772,0.0027196675169496795
1321,24.142977,134.28346,0.0027196675169496795
1322,25.421625,135.13373,0.0027196675169496795
1335,34.693596,145.13313,0.00543933503389936
1323,24.196148,133.88185,0.0027196675169496795
1325,23.566902,133.64041,0.003936373324783015
1326,24.202238,133.31563,0.0027196675169496795
1327,22.866482,132.34518,0.0027196675169496795
3394,22.35802,132.44316,0.0027196675169496795
4257,22.80457,131.85454,0.0027196675169496795
1328,25.042551,133.91307,0.0027196675169496795
1331,24.874498,133.55618,0.0027196675169496795
1332,23.709963,133.59993,0.003936373324783015
1333,23.997005,133.30905,0.0027196675169496795
1334,26.915405,133.70187,0.0027196675169496795
3388,27.313833,133.46991,0.00607869939028985
3912,27.485777,133.43779,0.003998396229730667
3388,27.313833,133.46991,0.00607869939028985
1662,24.513443,133.61046,0.0027196675169496795
1663,24.01975,132.39523,0.0027196675169496795
1670,23.446278,136.46054,0.005291642092570038
8252,23.45899,136.4157,0.005291642092570038
1329,23.83532,134.14673,0.0027196675169496795
1667,21.354044,134.45912,0.0027196675169496795
11313,21.122297,134.50235,0.0027196675169496795
6453,-99.180855,-38.766766,0.00543933503389936
6461,-26.440756,23.850544,0.00543933503389936
297,89.67849,-10.964235,0.00543933503389936
1254,89.77444,-11.6581,0.003903196960498501
1263,41.406517,156.87122,0.0027196675169496795
1316,90.912346,-12.604336,0.0027196675169496795
1749,89.34557,-11.723784,0.0027196675169496795
1843,89.91482,-11.604374,0.003903196960498501
3356,20.70869,-44.616802,0.00543933503389936
714,25.967333,4.2522097,0.0027196675169496795
3549,63.51285,-0.14966811,0.00543933503389936
20,146.4305,-67.97004,0.0027196675169496795
145,145.15024,-64.921295,0.00543933503389936
70,144.56494,-57.236423,0.00543933503389936
10886,143.70589,-57.182423,0.0027196675169496795
27,143.87137,-54.899727,0.0027196675169496795
102,143.67924,-58.095943,0.0027196675169496795
3527,144.66525,-56.77505,0.0027196675169496795
6629,143.3725,-57.312912,0.0027196675169496795
7847,142.49817,-56.307358,0.00543933503389936
186,143.59978,-56.47409,0.0027196675169496795
12,147.09259,-67.09618,0.0027196675169496795
1785,148.66663,-70.20193,0.0027196675169496795
14,147.52411,-66.076614,0.0027196675169496795
3754,146.84058,-66.4487,0.0027196675169496795
26,146.39467,-66.83239,0.0027196675169496795
91,145.78604,-65.84116,0.0027196675169496795
3685,148.16649,-68.33327,0.0027196675169496795
6079,1.9751682,2.5182586,0.005439335033902731
668,44.447117,160.18634,0.0027196675169496795
3561,36.507133,74.14208,0.00543933503389936
188,82.881226,-22.71871,0.0027196675169496795
577,99.095375,-145.4728,0.0027196675169496795
800,100.71485,-143.61826,0.00543933503389936
803,97.107635,-152.104,0.0027196675169496795
855,94.64902,-152.2584,0.007965556611877948
611,95.41598,-152.24583,0.0027196675169496795
6509,96.71504,-154.1191,0.00543933503389936
24,141.22581,-55.970345,0.0027196675169496795
7847,142.49817,-56.307358,0.00543933503389936
10764,93.239136,-21.598467,0.00543933503389936
160,93.81724,-21.914928,0.0027196675169496795
11537,97.59771,-20.76594,0.00543933503389936
194,139.86926,-63.76439,0.00543933503389936
2648,139.5574,-63.60618,0.0027196675169496795
14041,100.09665,-21.722034,0.00543933503389936
3561,36.507133,74.14208,0.00543933503389936
3564,29.45792,73.84611,0.0027196675169496795
3578,25.692593,89.71642,0.00543933503389936
3599,101.91242,41.61108,0.0027196675169496795
59,93.522385,-20.646975,0.0027196675169496795
2381,93.077415,-19.868515,0.0027196675169496795
3614,68.78153,46.11194,0.0027196675169496795
3700,-17.81706,-57.240376,0.008043213783779197
3701,58.748688,-34.97732,0.0027196675169496795
2914,54.98252,-30.709427,0.00543933503389936
3066,3.997735,-6.728239,0.005817802903527912
3130,54.64304,-25.745651,0.0027196675169496795
3292,-76.43909,80.60949,0.00543933503389936
702,-73.35875,23.874464,0.005439335033900693
1103,-32.99398,62.154972,0.010702049034060118
1213,-131.56752,45.462807,0.0027196675169496795
1270,-44.626575,96.77471,0.00543933503389936
553,-50.59876,95.894135,0.00543933503389936
1294,58.265465,-60.439186,0.005156028961243784
1299,-114.4013,77.05687,0.00543933503389936
786,-118.21489,64.111465,0.0027196675169496795
5413,-55.045193,58.464874,0.00543933503389936
1103,-32.99398,62.154972,0.010702049034060118
1104,-32.959785,62.157223,0.010718161490906358
1124,-32.956345,62.157604,0.010684307664854623
1140,-47.242226,61.577957,0.0027196675169496795
1136,-45.484417,58.56021,0.0027196675169496795
3300,-97.50221,32.277203,0.00543933503389936
1200,-57.125385,58.219025,0.0027196675169496795
3333,-48.194733,57.5776,0.00543933503389936
1299,-114.4013,77.05687,0.00543933503389936
1653,-90.28715,86.896095,0.00543933503389936
1755,-96.7509,58.76173,0.00543933503389936
1267,-72.69695,-6.9133735,0.0027196675169496795
3209,-43.210896,110.78979,0.00543933503389936
1833,14.004898,10.38764,0.0027196675169496795
2548,81.42511,-87.35445,0.00543933503389936
1280,40.25533,6.9863234,0.0027196675169496795
4006,115.91098,-39.96144,0.006056437553665644
1740,-1.8882961,-42.181374,0.00543933503389936
1746,45.779846,9.209674,0.008051102803099855
1800,-96.087074,65.9559,0.0027196675169496795
1257,-92.66285,76.83197,0.0027196675169496795
2120,-92.92051,76.97738,0.0027196675169496795
2863,-93.0767,75.98513,0.00543933503389936
2874,-162.54977,68.12391,0.005439335033899374
5492,-73.7065,78.41147,0.00543933503389936
3257,-58.105743,53.499817,0.00543933503389936
3259,-26.848692,153.8733,0.00543933503389936
1301,-26.054798,165.53587,0.0027196675169496795
1309,-25.987993,165.88034,0.00543933503389936
775,-25.968113,166.08067,0.007830957436038191
1889,-35.207527,153.29227,0.00543933503389936
3215,-32.770336,153.59012,0.00543933503389936
6,-32.6736,150.18744,0.0027196675169496795
2129,-31.153618,151.81088,0.0027196675169496795
2158,-31.712732,152.4591,0.0027196675169496795
2917,-30.437029,148.43341,0.0027196675169496795
5511,-101.96563,-23.63804,0.00543933503389936
1755,-96.7509,58.76173,0.00543933503389936
1759,-101.845085,95.426025,0.00543933503389936
1853,-111.78259,43.220802,0.00543933503389936
679,-110.25338,42.56426,0.0027196675169496795
1901,-108.408615,42.837315,0.00543933503389936
1776,-110.05523,42.527443,0.0027196675169496795
760,-111.87366,41.912518,0.0039061686332235337
2494,-111.77681,41.79776,0.0039061686332235337
1113,-111.1843,42.245514,0.0041235487955394905
1114,-111.03561,42.360313,0.00559182579413692
1117,-110.94567,42.066566,0.0027196675169496795
1119,-111.275475,42.37102,0.003803139768046297
1120,-112.20188,43.740257,0.0027196675169496795
8918,-52.996223,51.684357,0.00543933503389936
513,88.33251,-22.467392,0.00543933503389936
789,88.01514,-22.505428,0.0027196675169496795
1836,-88.20566,42.07885,0.00543933503389936
8933,-132.83418,45.907635,0.0027196675169496795
378,89.86073,-21.936865,0.00543933503389936
9010,-132.01515,45.546314,0.0027196675169496795
680,-61.585915,92.545456,0.00543933503389936
1275,-62.133877,96.168816,0.0027196675169496795
1754,-163.5089,112.15011,0.0027196675169496795
5409,-55.84224,88.681656,0.00543933503389936
1273,-46.57065,87.22458,0.0027196675169496795
2647,-62.280083,89.85173,0.00813632092565654
288,-62.09854,90.4777,0.00511771579508836
680,-61.585915,92.545456,0.00543933503389936
8519,-62.073498,90.541756,0.00511771579508836
3239,-127.3507,123.03383,0.0027196675169496795
5401,-44.617847,85.12345,0.0027196675169496795
3300,-97.50221,32.277203,0.00543933503389936
3303,-82.59759,43.19332,0.00543933503389936
3092,-80.26936,42.059765,0.0027196675169496795
6730,-84.742714,38.244865,0.00543933503389936
1836,-88.20566,42.07885,0.00543933503389936
2047,-89.14659,41.435555,0.0027196675169496795
2612,-87.706535,41.69532,0.0027196675169496795
5400,-113.16941,26.790752,0.00543933503389936
2856,-59.398052,26.534508,0.00543933503389936
4983,44.66954,-15.88185,0.00543933503389936
1760,44.484924,-15.400475,0.0027196675169496795
6993,42.93191,-11.63295,0.00543933503389936
3549,63.51285,-0.14966811,0.00543933503389936
3557,40.002956,3.666364,0.00543933503389936
33,38.55432,2.8545556,0.0027196675169496795
1746,45.779846,9.209674,0.008051102803099855
2274,45.79062,9.248026,0.007943203055350671
6066,45.515892,6.8667183,0.0027196675169496795
2497,-50.54709,-88.18795,0.0027196675169496795
2515,-49.778652,-86.512726,0.0027196675169496795
2523,-59.25203,-86.25697,0.0027196675169496795
2513,-59.646767,-86.0196,0.007709828544481824
3488,-59.629482,-85.94018,0.007260654538114618
3510,-60.321445,-85.64246,0.0027196675169496795
4729,-59.901016,-87.10355,0.0027196675169496795
3429,-139.0158,100.393326,0.0027196675169496795
6819,-138.93399,100.58732,0.0027196675169496795
3216,-137.89142,102.36132,0.0027196675169496795
3312,-136.99991,104.467,0.00543933503389936
