id,x,y,kde
11724,123.75502,39.00509,0.011912795141608932
7018,126.63067,45.292957,0.023825590283217866
19821,128.24786,93.3772,0.011912795141608932
1239,83.378,62.88064,0.023825590283217866
11272,68.49774,107.89661,0.011912795141608932
701,-0.05993069,24.37728,0.011912795141608932
14256,2.6036305,29.613142,0.011912795141608932
13388,155.43883,-15.882769,0.011912795141608932
209,125.05835,-17.9841,0.011912795141608932
12100,142.47049,-3.8505805,0.011912795141608932
18565,155.02823,60.583298,0.011912795141608932
7838,157.47905,57.149582,0.011912795141608932
18918,143.3927,0.41632038,0.011912795141608932
18848,124.38854,45.27408,0.011912795141608932
17360,141.97444,0.92587316,0.011912795141608932
15213,145.84116,-14.052973,0.011912795141608932
10831,48.455612,-26.704765,0.011912795141608932
7773,48.704178,-26.669785,0.011912795141608932
10828,65.24542,104.00647,0.011912795141608932
13639,178.4188,3.2680569,0.011912795141610985
4323,180.0238,5.4288588,0.011912795141608932
19076,180.23746,0.45554736,0.011912795141608932
6347,47.58973,-109.142,0.023825590283217866
16809,38.864017,-126.98673,0.011912795141608932
3549,63.51285,-0.14966811,0.023825590283217866
7018,126.63067,45.292957,0.023825590283217866
3741,-124.544685,-8.657141,0.011912795141608932
6180,-126.141,-9.115333,0.011912795141608932
2905,-127.95682,-9.6314945,0.011912795141608932
16853,-127.10404,-10.011109,0.011912795141608932
18775,-126.21795,-7.493628,0.011912795141608932
2686,-127.11762,2.2482004,0.011912795141608932
3333,-48.194733,57.5776,0.023825590283217866
2818,-41.46398,53.306057,0.011912795141608932
5597,-42.1612,53.123085,0.023825590283217866
5459,-60.981464,51.21919,0.023825590283217866
1290,-59.991974,30.40873,0.011912795141608932
2529,-49.284542,21.068123,0.011912795141608932
3356,20.70869,-44.616802,0.023825590283217866
1833,14.004898,10.38764,0.011912795141609292
3292,-76.43909,80.60949,0.023825590283217866
3272,-76.42992,79.9625,0.011912795141608932
3257,-58.105743,53.499817,0.023825590283217866
8647,-5.0767517,-7.3819594,0.011912795141608932
8001,-2.319842,-9.05239,0.011912795141608932
9156,-3.3336735,-7.142574,0.011912795141608932
174,-59.563854,-42.36846,0.011912795141608932
15211,-59.74182,-49.002213,0.011912795141608932
18577,-58.522903,-51.20609,0.011912795141608932
11202,10.111563,37.133614,0.011912795141608932
17024,150.30539,57.660698,0.011912795141608932
14134,-6.490416,-105.128845,0.02083337425554397
6633,-6.5593214,-105.05605,0.02083337425554397
10911,-8.038764,-102.70915,0.023825590283217866
11957,-7.390337,-104.92264,0.011912795141608932
10840,104.09695,125.34093,0.011912795141608932
3561,36.507133,74.14208,0.023825590283217866
5093,68.0328,45.095455,0.011912795141608932
14155,101.60855,119.400986,0.011912795141608932
10829,44.183437,63.806473,0.011912795141608932
