id,x,y
293,85.92546,-21.849064
103,90.926414,-20.952635
145,145.15024,-64.921295
209,125.05835,-17.9841
16,85.17642,-22.536901
43,149.10663,-67.82728
209,125.05835,-17.9841
27,143.87137,-54.899727
81,119.31018,-24.713446
226,81.23877,-7.974413
31,81.96322,-10.709486
2110,-83.5291,25.022959
286,-82.3622,66.46458
2828,88.86736,0.6653774
293,85.92546,-21.849064
378,89.86073,-21.936865
701,-0.05993069,24.37728
33,38.55432,2.8545556
1239,83.378,62.88064
1668,-39.522915,-59.956955
1746,45.779846,9.209674
1785,148.66663,-70.20193
2551,48.05168,26.891466
2914,54.98252,-30.709427
1224,64.382,-23.353275
1755,-96.7509,58.76173
2510,-45.29908,-89.08457
2518,-46.252758,-87.974464
2514,-55.011734,-80.010155
8,64.83919,-24.981709
302,65.018,-25.048864
1798,58.283085,-34.337242
2568,41.918587,-55.906345
3079,47.969738,45.034954
3126,50.11723,43.405365
3257,-58.105743,53.499817
517,-53.39287,95.97203
1103,-32.99398,62.154972
1270,-44.626575,96.77471
1653,-90.28715,86.896095
2529,-49.284542,21.068123
2686,-127.11762,2.2482004
2856,-59.398052,26.534508
3209,-43.210896,110.78979
3220,-99.01583,86.164734
2486,-97.07757,44.27504
3303,-82.59759,43.19332
715,43.56664,-0.73779535
3092,-80.26936,42.059765
3300,-97.50221,32.277203
3320,-49.923313,108.50083
3257,-58.105743,53.499817
3360,48.663033,45.69323
3450,113.046844,-44.42671
3495,50.16962,42.5371
3549,63.51285,-0.14966811
20,146.4305,-67.97004
1842,44.04534,157.57518
3320,-49.923313,108.50083
3463,87.926216,-40.41461
1932,72.075615,2.9871671
3512,61.92884,2.4988189
3789,76.92668,27.104752
3914,67.58734,59.285786
3549,63.51285,-0.14966811
3932,95.662766,-18.49414
34,96.39597,-19.567514
4278,74.379395,28.690336
3764,34.147373,-107.79569
4307,67.02276,41.383667
4323,180.0238,5.4288588
3831,133.33217,-35.8494
3956,179.98975,4.91256
4355,118.14573,-42.81232
4183,-37.02483,-59.40523
4540,78.71659,14.199753
4648,-96.74131,-149.2996
2764,-117.790016,-124.89389
4694,-43.916023,-84.995094
3557,40.002956,3.666364
4677,-42.27063,-86.28366
4685,-44.860718,-81.734406
4686,-43.766605,-87.1175
4693,-42.953815,-83.24874
3084,-43.953518,-85.681816
4927,77.61251,40.299206
5093,68.0328,45.095455
5390,-64.39126,48.62029
3333,-48.194733,57.5776
5462,-65.69506,40.17609
5459,-60.981464,51.21919
5645,76.2462,52.860104
5737,154.84528,23.702919
6139,49.256256,40.765125
6259,113.10512,-61.270466
6076,114.789375,-63.0157
6079,1.9751682,2.5182586
6301,50.36112,40.289886
6461,-26.440756,23.850544
1200,-57.125385,58.219025
1691,111.09105,-149.09393
3305,-26.367502,142.81833
3742,47.831867,-6.6434016
3789,76.92668,27.104752
3832,81.15497,-7.919928
3914,67.58734,59.285786
4134,-75.78864,-86.659164
4258,44.394455,-5.842115
4323,180.0238,5.4288588
3248,-105.18501,40.9822
4554,81.489365,-7.7485538
4637,-68.46259,-114.801216
4716,-46.85284,-92.785866
4732,-41.357452,-93.853195
4766,-4.128612,-194.78786
4780,-44.267532,-123.88064
4926,-141.8857,-64.09081
5081,39.347862,4.094812
5097,76.01057,-5.5050836
5388,-64.41239,66.472145
5390,-64.39126,48.62029
5399,-45.367966,56.30853
5419,-53.890312,61.047756
5466,-84.97749,27.273989
5511,-101.96563,-23.63804
5539,-51.203945,92.10546
5557,-60.32889,41.045055
5571,-78.528046,22.712843
5597,-42.1612,53.123085
5629,-91.41085,54.724808
5637,45.4722,6.8085732
5727,-96.75356,-91.17367
6066,45.515892,6.8667183
6067,-51.767654,33.742275
6123,-40.811554,-126.18252
6163,-91.8342,-69.63051
6172,19.326681,-82.40851
6259,113.10512,-61.270466
6327,114.66023,-152.68658
6453,-99.180855,-38.766766
6541,51.011997,44.8489
6553,17.582796,91.95215
6461,-26.440756,23.850544
6582,61.056408,59.520203
6623,124.19968,-3.534693
6652,-15.484567,-46.176567
4264,-15.001635,-46.52113
6705,-39.803585,80.21088
6993,42.93191,-11.63295
1760,44.484924,-15.400475
4356,43.170662,-12.538785
6995,130.71504,-61.653305
3951,127.881355,-60.67786
7012,121.28317,-4.243847
7018,126.63067,45.292957
144,77.20783,41.01409
706,144.15126,-1.1996336
724,46.613453,180.40987
122,125.47727,93.41998
2003,148.1018,59.426212
2140,86.793434,-56.04722
2717,158.34583,61.706417
2767,91.937386,-148.54262
3147,79.13904,40.083164
3801,123.000656,86.08249
3901,149.95934,57.02156
3790,-119.48902,-14.850054
4130,143.09508,-64.51024
4366,151.84477,56.570045
4546,-128.1852,0.28932604
4274,-102.45224,-78.22696
5054,64.23387,-61.959877
5662,68.9511,46.303272
5665,101.53945,74.910515
5696,104.425415,-72.51209
5779,67.36391,-69.07492
6201,-2.8428948,-88.25937
6337,-52.36478,-36.541782
6553,17.582796,91.95215
6164,56.54123,-111.41841
6594,126.84251,73.15604
6716,-46.457436,28.323523
6933,152.3403,55.28626
6941,-19.396528,5.099854
6993,42.93191,-11.63295
7016,125.63063,58.73372
87,178.17485,11.006105
196,125.95267,34.392063
2710,127.75231,37.926952
4266,126.651665,43.282616
4267,129.23036,40.03179
4467,128.27039,36.03234
5694,121.56435,43.826283
5730,125.70374,42.718544
6365,123.674164,50.40666
6584,125.16575,38.50808
7055,59.25699,19.447554
7263,157.38861,20.478569
7269,49.47523,44.588417
7355,48.624153,42.08797
7395,124.812004,-62.124577
7753,121.82392,-3.274148
7859,62.619858,-103.34383
7862,49.113037,42.32248
7922,125.73719,61.824062
7923,47.09011,43.639114
7930,46.66848,-2.1769779
8011,184.0747,3.9606142
8017,102.29839,-16.68228
8070,88.71977,19.04273
8090,51.544643,43.141968
8112,85.48722,48.208584
8114,122.732185,-4.0223694
8115,121.46232,-3.519012
8146,37.931484,4.9087605
8220,-92.844345,22.32257
6675,-23.381813,147.26865
8918,-52.996223,51.684357
5392,-50.29759,46.962135
5394,-58.699394,-10.410287
5556,-93.729706,81.20674
5615,-45.988735,58.315624
6751,-55.50244,88.872826
6771,-23.93485,157.09909
5432,-61.942356,61.47193
6779,-52.14791,27.790272
6829,-94.779594,32.10915
7473,-102.427574,-103.246796
8068,-84.39887,24.94958
8210,-104.24502,65.39987
8220,-92.844345,22.32257
8227,-124.240326,3.224244
8266,-91.00213,55.157215
8319,-53.57453,74.78546
8406,-46.52022,17.338787
8437,-106.27256,39.934113
8472,-52.82682,101.71014
8514,-46.604572,44.44274
8525,-91.361015,54.662415
8586,-50.223454,33.06786
8650,-62.807674,74.063934
8737,-45.846848,58.263077
6895,-94.59878,7.1833878
4589,-89.18562,59.829422
8648,-60.598434,99.31369
9156,-3.3336735,-7.142574
9942,-120.53939,-128.3592
7579,-119.736336,-127.65153
9282,-92.09521,-118.424934
10355,83.90934,-85.77987
10396,61.27949,39.052788
10506,77.48714,45.986813
10553,53.055653,43.473103
10559,58.017334,40.64123
10657,47.832268,39.648705
10719,120.19498,-4.9756303
10809,77.08483,41.293236
10910,-17.393444,-54.109642
6102,-16.467115,-52.51446
6917,-21.230228,-56.57388
7297,-19.696915,-51.947025
10913,-19.699488,-37.72032
11081,-100.37601,-30.288984
11086,79.6103,41.49872
11135,8.561921,-17.882874
11147,36.84582,31.096956
11403,-7.8857775,-21.771492
11420,121.826866,-3.8300102
11429,18.264538,-40.129196
11443,59.995457,18.243574
11466,75.34926,28.070993
11608,43.07983,-3.0639412
11674,59.942795,19.234238
11680,60.483955,19.623434
11710,68.529465,38.648254
11728,47.143307,42.690617
11839,77.72778,42.036495
11853,-21.83375,-12.347999
4568,-22.219704,-12.281129
6496,-20.09665,-11.263859
10884,-22.045,-10.100497
12003,38.37766,-13.980936
12073,49.46221,43.86036
12076,39.395664,1.5548458
12098,51.99075,46.26907
12178,-23.93284,-50.756996
6979,-23.637161,-51.552063
12180,132.31525,-47.472424
6641,132.72687,-47.524952
12181,32.141872,-30.712002
12182,38.240128,-11.492912
12273,68.5654,37.937523
12877,-84.60013,64.85682
12472,-84.39762,65.04856
13445,-72.3772,18.002066
9194,-72.38715,18.060665
13446,7.5753045,-33.51928
13667,120.87976,-3.1999977
13672,124.85034,-0.6277664
13708,37.869564,157.76051
48,37.953613,157.85745
13828,50.074837,44.346584
13850,78.855995,41.84642
13920,-17.83731,13.613077
14265,37.29838,37.58
14473,122.75596,-2.735877
14636,42.971943,-26.422726
10945,43.68468,-26.381435
14742,15.13266,3.1424487
14744,36.792072,-10.68671
12182,38.240128,-11.492912
14745,-3.5711238,20.572163
14762,49.1953,39.931213
14839,67.410904,37.99147
14927,53.14785,43.581264
15109,33.406624,-15.245637
11855,43.0121,-71.703285
15345,66.677444,37.14082
15679,-94.62192,61.303078
16400,105.166214,-70.11766
16548,49.37281,39.602127
16625,53.810238,26.145348
16787,102.000916,40.8628
16801,51.542007,45.09674
16858,53.785202,26.133228
16895,181.48701,2.7593796
16994,46.80798,45.83714
17170,45.675564,41.47057
18473,46.80226,39.74964
18511,65.95535,41.901714
18634,67.23783,39.019745
18774,50.507458,44.056274
18982,181.47057,2.786436
19262,120.93496,-1.5808592
19288,78.84902,41.57506
19563,51.273117,42.05065
19607,119.12578,-3.2588968
6427,46.312977,3.3974378
1889,-35.207527,153.29227
5650,70.27581,-62.49567
3401,62.086132,-41.373768
5048,65.28759,-60.183147
4367,67.90192,-61.583946
4997,68.22472,-62.959213
11537,97.59771,-20.76594
17,99.50624,-23.903576
2698,89.1771,-26.555874
2553,106.268456,-21.522486
3681,112.17691,-22.240772
4600,59.57431,-34.670837
4538,-78.59841,-94.85281
6360,34.58459,142.19719
6481,177.75914,11.478282
225,98.93487,-17.934513
1312,99.7526,-18.167164
7202,105.92345,-21.564365
7212,103.148186,-21.735666
7610,-102.17939,-112.7301
10680,178.07457,11.107916
10764,93.239136,-21.598467
11318,143.17398,-56.317406
11422,81.755844,-11.7150755
7082,97.23896,-21.786724
10349,97.18076,-22.237703
10546,97.447174,-22.149422
702,-73.35875,23.874464
195,84.49446,-14.176771
1206,143.77689,-63.99853
1207,143.93143,-64.0969
2552,144.66524,-65.40634
4130,143.09508,-64.51024
4385,146.61537,-67.02368
5719,146.9069,-67.135056
10579,145.17647,-65.48855
11743,146.2072,-64.01425
1785,148.66663,-70.20193
14,147.52411,-66.076614
3957,158.83829,-74.45344
3976,-24.962524,-184.8574
6939,41.47012,7.742386
7445,117.34147,-141.34401
4470,107.218895,-138.68694
7749,-59.37251,-47.815594
7861,112.20599,-157.27478
852,111.687645,-155.49403
8355,-78.812935,54.16462
3342,-77.688896,54.551846
9425,-92.11522,-68.34458
4743,-91.77103,-68.27052
11268,-52.963676,-37.01568
11346,-59.60217,-49.207104
11385,-51.819595,-49.871952
11981,-58.704266,-49.500492
13001,-64.421295,83.380905
8309,-40.571476,90.47087
13058,-60.502377,103.78179
9126,-61.224934,100.760925
13633,-60.990025,-50.1976
13874,-180.99129,-54.39674
11800,-181.19157,-54.155384
15069,-62.304626,-39.65774
16463,-60.291767,-51.049576
16818,-51.72954,-49.925205
16997,-62.28085,-42.052017
17509,-47.166077,-76.826996
10009,-47.155624,-76.92417
18577,-58.522903,-51.20609
18939,-62.287674,-42.09355
18983,-58.974148,-48.505386
19058,-61.860477,-49.73709
19117,-57.461918,-49.72645
19279,-59.295815,-50.757412
19623,-58.080853,-48.69153
6435,36.436924,142.27515
11563,36.4088,144.31625
1335,34.693596,145.13313
7629,-88.00099,-64.90161
9839,34.60724,143.29785
10838,37.6574,144.77698
11350,35.54643,143.34276
9418,35.844322,144.2889
