id,x,y
6461,-26.440756,23.850544
5423,-101.0571,45.103127
6727,-35.498817,156.1179
15403,-35.50466,156.11725
3246,-100.305824,84.18158
5420,-99.46685,90.3951
4725,-45.04238,-95.59862
9356,-43.837196,-93.69463
10145,-108.85151,-136.9851
7474,-116.78544,-142.9747
16981,32.119156,94.91724
3561,36.507133,74.14208
18744,69.245735,102.19422
1239,83.378,62.88064
5511,-101.96563,-23.63804
3215,-32.770336,153.59012
3557,40.002956,3.666364
15353,38.150158,4.759022
5637,45.4722,6.8085732
3356,20.70869,-44.616802
1,54.338463,29.368631
6349,58.06852,30.48551
701,-0.05993069,24.37728
2003,148.1018,59.426212
5568,-156.37938,116.63042
3316,-156.57828,120.26204
10979,50.238514,-32.2624
9057,-58.45956,71.49374
8481,-48.509327,85.112274
10429,-177.65552,-51.47899
6505,-175.175,-49.0247
6453,-99.180855,-38.766766
5617,-122.53122,76.35445
11426,126.55639,62.26766
7018,126.63067,45.292957
3257,-58.105743,53.499817
9191,-54.79682,61.224724
4188,179.1057,3.081386
11154,148.71982,50.508774
4713,-49.033405,-82.801765
4694,-43.916023,-84.995094
174,-59.563854,-42.36846
6199,-62.075962,-38.834126
11919,-93.3369,-63.29594
17440,-93.30693,-64.854996
20198,-5.805692,-86.74127
5673,-6.222093,-85.30719
5403,-109.135796,35.04728
5512,-51.22722,46.66696
209,125.05835,-17.9841
17018,140.05882,2.2057192
18853,50.8826,-40.07655
12003,38.37766,-13.980936
10926,38.361263,-13.690327
17088,-11.284631,-99.062775
11486,-34.35037,-120.33911
14591,49.10372,-118.984726
6347,47.58973,-109.142
5000,2.1336474,7.516634
15633,-97.719284,12.954293
3352,-90.764015,14.431504
15735,-138.4336,24.584045
20521,-138.56297,24.673096
19419,45.066776,-117.88899
11422,81.755844,-11.7150755
131,82.41669,-12.614408
15313,18.515228,-55.687412
18574,41.52038,7.873095
6939,41.47012,7.742386
6172,19.326681,-82.40851
13478,16.820652,-79.37951
10176,2.6914828,-200.22438
9768,2.7827387,-202.55626
1755,-96.7509,58.76173
15940,-94.48624,57.995262
5050,142.71205,-63.513878
4130,143.09508,-64.51024
8065,-107.83529,-43.116646
