id,x,y
2685,3.471405,11.408405
297,89.67849,-10.964235
1698,25.592508,131.011
3257,-58.105743,53.499817
680,-61.585915,92.545456
1267,-72.69695,-6.9133735
1299,-114.4013,77.05687
1746,45.779846,9.209674
1257,-92.66285,76.83197
1836,-88.20566,42.07885
1883,-94.6498,66.669365
1901,-108.408615,42.837315
2110,-83.5291,25.022959
2647,-62.280083,89.85173
2686,-127.11762,2.2482004
2871,-67.237785,98.00497
3908,87.198425,-54.06861
57,138.1623,-68.67147
2140,86.793434,-56.04722
2901,95.24566,-47.89404
4006,115.91098,-39.96144
3549,63.51285,-0.14966811
4436,37.010544,9.761768
4513,-44.941265,45.274704
378,89.86073,-21.936865
1668,-39.522915,-59.956955
2381,93.077415,-19.868515
3265,-51.39409,59.725025
3313,-62.074997,-7.1105003
3320,-49.923313,108.50083
3741,-124.544685,-8.657141
3786,-12.645857,-176.70027
3856,41.94021,-0.88672554
4000,-116.70401,-44.98383
4200,77.94999,-35.971992
4565,41.261486,-77.90177
4513,-44.941265,45.274704
3947,40.89319,-77.48218
5006,158.95996,21.767937
125,160.33495,21.09147
5056,109.26279,41.186962
4544,25.728056,14.927002
5511,-101.96563,-23.63804
2518,-46.252758,-87.974464
3215,-32.770336,153.59012
2917,-30.437029,148.43341
3300,-97.50221,32.277203
4004,-117.58405,-44.656902
4682,-48.875942,-98.311554
4689,-52.870316,-95.70693
5390,-64.39126,48.62029
2199,-101.911736,-22.895279
2860,-108.210464,0.29614455
5465,-99.61937,-22.291403
5684,60.016685,19.10901
6245,24.970985,-7.0164027
6325,71.78518,-14.301096
5656,43.647663,-103.01668
6461,-26.440756,23.850544
668,44.447117,160.18634
2514,-55.011734,-80.010155
2527,-50.977966,-99.24508
3699,77.23903,11.782219
3703,-52.068283,-42.731255
3944,77.95903,-87.783104
4134,-75.78864,-86.659164
4183,-37.02483,-59.40523
4554,81.489365,-7.7485538
2509,-48.19384,-82.70675
4725,-45.04238,-95.59862
4723,-44.489555,-95.95663
4854,-97.21619,-121.56367
5399,-45.367966,56.30853
5400,-113.16941,26.790752
5511,-101.96563,-23.63804
5607,-57.591705,39.196835
5629,-91.41085,54.724808
5631,-39.136513,68.714806
5669,-45.685936,39.681313
3734,-6.1971507,-84.37225
5726,80.737976,-7.33281
6066,45.515892,6.8667183
4778,-42.261528,-124.43186
6172,19.326681,-82.40851
6316,18.880655,-13.500018
6413,95.750854,62.323734
6440,106.70491,121.681206
6469,79.258865,-6.481051
6553,17.582796,91.95215
6555,4.2043633,-5.140843
6576,46.702988,-2.204726
7170,42.794056,160.86948
48,37.953613,157.85745
1464,39.420704,161.29997
1472,38.771954,161.87099
1485,39.0291,161.37396
1527,38.938686,160.95766
37,37.554985,153.71117
5058,41.41114,157.16518
1242,41.326763,159.08554
3381,41.529205,160.16824
5856,41.942226,159.00034
5957,41.74971,160.23859
7473,-102.427574,-103.246796
6774,-62.458103,61.02723
8070,88.71977,19.04273
8120,76.240105,-65.99248
8938,-67.30982,69.64192
8638,-53.27928,111.22185
8760,-65.42923,66.66595
8843,15.703676,73.30743
8918,-52.996223,51.684357
9035,-66.92359,-14.309238
9034,-66.607735,-13.200427
10663,19.17722,-38.579006
10913,-19.699488,-37.72032
7224,43.87717,-12.996469
5079,-20.335472,-38.080894
11135,8.561921,-17.882874
12009,92.643166,-54.442062
11507,92.2531,-54.441956
13789,-11.773595,-57.686485
7833,-51.739147,-3.2781398
13323,-12.785922,-59.055138
14742,15.13266,3.1424487
14745,-3.5711238,20.572163
16422,-169.38345,-62.222843
9919,-104.28689,-101.33209
10586,-162.133,-79.30354
16787,102.000916,40.8628
7260,102.84194,41.724243
6427,46.312977,3.3974378
7091,42.737896,4.3510046
11423,81.06293,-14.415477
11422,81.755844,-11.7150755
145,145.15024,-64.921295
14,147.52411,-66.076614
98,144.92226,-65.569016
71,139.1569,61.31345
1889,-35.207527,153.29227
5650,70.27581,-62.49567
14496,139.19118,61.303955
3911,68.20244,-62.181297
4997,68.22472,-62.959213
6079,1.9751682,2.5182586
3803,2.189758,3.0045683
109,-58.69305,-96.231636
1221,-108.52901,-132.21423
151,-98.467545,-113.81745
145,145.15024,-64.921295
1249,146.24025,-64.02146
1742,144.80817,-44.91459
4385,146.61537,-67.02368
5663,139.29976,-68.037926
3754,146.84058,-66.4487
1740,-1.8882961,-42.181374
195,84.49446,-14.176771
1236,-1.2174116,-41.32633
3976,-24.962524,-184.8574
9137,-65.61471,-19.194427
3269,-65.38488,-9.754601
15646,-122.74481,3.9012434
2822,-122.838486,3.9247992
17509,-47.166077,-76.826996
10009,-47.155624,-76.92417
1909,84.53502,-14.204169
11422,81.755844,-11.7150755
7377,82.17634,-12.394065
200,35.571415,142.57535
5113,35.43675,143.45709
11350,35.54643,143.34276
17100,36.42722,142.42291
6484,128.27892,-26.592417
6517,-19.482155,12.726419
6941,-19.396528,5.099854
5683,-19.54367,2.7233818
10627,39.288506,1.5539896
8297,-70.58026,50.21857
11003,-122.40848,4.810295
11954,66.52912,-33.796803
11466,75.34926,28.070993
13673,135.88184,19.953033
1351,135.90895,20.410978
14201,87.82165,-56.44353
14294,133.25203,-6.4155154
14614,110.19312,-133.04103
15206,84.69568,-47.840897
7766,85.17654,-47.782482
7869,84.7398,-47.83345
16540,133.25302,-6.3941116
18625,44.458424,-58.266365
16582,44.09296,-58.08876
19031,128.40622,-26.480593
10780,128.36588,-26.583126
19115,135.90352,20.144085
7843,136.22449,21.612535
19642,133.41853,-6.439784
20112,128.58745,13.773169
2379,127.885735,13.767387
279,-170.72662,-60.48698
17222,-169.75874,-58.838573
3300,-97.50221,32.277203
3244,-128.5783,35.44327
5459,-60.981464,51.21919
8068,-84.39887,24.94958
8297,-70.58026,50.21857
2116,-83.80844,81.145004
5436,-20.78861,150.9191
5492,-73.7065,78.41147
6675,-23.381813,147.26865
6678,-29.773336,140.71149
6771,-23.93485,157.09909
6830,-58.47347,57.5988
6758,-69.50988,51.057537
12352,-98.77481,85.7914
12359,-93.30072,7.421177
12479,-94.454544,9.043787
12626,-82.391304,69.08671
12980,-115.51176,27.26013
15919,-103.77547,4.24886
8824,-104.33991,3.861472
1749,89.34557,-11.723784
10343,89.708115,-11.567305
6695,-54.67364,91.662025
8354,-53.15294,92.70459
