id,x,y
16809,38.864017,-126.98673
3549,63.51285,-0.14966811
3557,40.002956,3.666364
32,84.16494,-19.704578
71,139.1569,61.31345
1,54.338463,29.368631
3,145.93849,-43.04247
32,84.16494,-19.704578
38,64.29607,-23.031372
48,37.953613,157.85745
63,57.616528,29.23354
70,144.56494,-57.236423
89,38.353264,159.68866
90,48.705692,37.997944
103,90.926414,-20.952635
109,-58.69305,-96.231636
140,46.57982,41.04724
144,77.20783,41.01409
157,65.934715,40.937298
160,93.81724,-21.914928
174,-59.563854,-42.36846
71,139.1569,61.31345
701,-0.05993069,24.37728
90,48.705692,37.997944
101,61.451458,-40.620705
1239,83.378,62.88064
109,-58.69305,-96.231636
702,-73.35875,23.874464
174,-59.563854,-42.36846
209,125.05835,-17.9841
160,93.81724,-21.914928
293,85.92546,-21.849064
3,145.93849,-43.04247
1,54.338463,29.368631
10578,146.29308,-42.425495
209,125.05835,-17.9841
237,91.97881,-2.561287
286,-82.3622,66.46458
297,89.67849,-10.964235
127,82.35365,-10.423374
226,81.23877,-7.974413
31,81.96322,-10.709486
11422,81.755844,-11.7150755
195,84.49446,-14.176771
1227,84.5068,-14.183453
1740,-1.8882961,-42.181374
293,85.92546,-21.849064
377,26.986897,133.96033
378,89.86073,-21.936865
513,88.33251,-22.467392
568,36.746418,195.81091
600,92.42376,-13.391745
159,92.32882,-14.225867
3112,92.37545,-14.437411
600,92.42376,-13.391745
1316,90.912346,-12.604336
297,89.67849,-10.964235
1254,89.77444,-11.6581
1263,41.406517,156.87122
1749,89.34557,-11.723784
1842,44.04534,157.57518
145,145.15024,-64.921295
194,139.86926,-63.76439
195,84.49446,-14.176771
721,27.999176,170.43254
89,38.353264,159.68866
7170,42.794056,160.86948
48,37.953613,157.85745
13708,37.869564,157.76051
303,44.2221,174.2716
3916,44.43476,175.21695
5872,44.523655,175.43791
724,46.613453,180.40987
747,45.154583,179.38445
1600,45.413597,179.12099
1602,44.65893,178.26196
1637,45.458103,178.51282
1649,44.927475,180.07234
1727,42.60106,179.18507
1959,42.929604,181.11975
721,27.999176,170.43254
745,38.476803,169.29303
765,29.528534,171.73264
