id,x,y
3914,67.58734,59.285786
3561,36.507133,74.14208
11556,30.697168,77.827415
4261,77.29767,-35.795364
7844,33.161987,74.38487
14925,42.917194,-72.17757
11855,43.0121,-71.703285
16583,42.335552,-71.89776
15109,33.406624,-15.245637
12182,38.240128,-11.492912
13789,-11.773595,-57.686485
19787,-13.304639,-57.20637
10910,-17.393444,-54.109642
14611,14.647147,-82.44617
19786,-90.10619,-56.058937
17443,-90.3848,-56.136604
3356,20.70869,-44.616802
20172,18.158535,-49.718548
11194,136.96548,20.937906
5740,19.820444,-46.77269
13878,-154.32535,-57.424877
4230,-178.43488,-57.368492
11644,-174.99632,-55.77232
14571,-177.56642,-56.429813
10454,-176.93683,-57.461334
13459,-173.6194,-57.677727
14868,-167.28587,-50.950687
13522,-168.48798,-50.084007
11415,-167.9634,-53.01807
12135,-167.19078,-51.099308
18881,-168.47249,-58.25424
14282,-169.93753,-52.504967
13761,-169.09995,-51.99381
11752,-169.48682,-51.88115
16885,-171.1087,-54.434254
11415,-167.9634,-53.01807
11432,-174.28725,-53.873917
10704,-174.69955,-54.034428
8167,-171.93889,-52.137188
11497,-170.99504,-51.932537
10715,-169.19072,-48.878654
1916,-168.23485,-48.61671
2715,-169.11266,-49.51011
13522,-168.48798,-50.084007
2716,-168.95703,-49.90565
19200,-168.61258,-49.003593
10875,-167.9231,-49.49046
19611,-170.46924,-49.684433
11706,-170.86407,-49.71544
17379,-166.36368,-51.180252
12135,-167.19078,-51.099308
1239,83.378,62.88064
12278,83.29912,70.93546
10810,80.7014,73.76598
5112,86.45257,70.59353
20443,101.95584,120.09226
19165,127.44982,98.93427
7018,126.63067,45.292957
11874,41.33713,-32.922466
18866,55.430134,-114.5029
10796,124.54362,59.845524
6359,58.333126,79.003784
14146,167.13193,-27.675556
14980,30.636484,82.13938
17162,159.05446,23.692663
5006,158.95996,21.767937
7792,159.53273,22.153004
701,-0.05993069,24.37728
19451,105.369865,-139.5831
12184,104.56892,-77.575356
5696,104.425415,-72.51209
14629,104.035416,-70.658844
17221,107.77795,-75.217094
209,125.05835,-17.9841
14368,130.33847,-14.079785
11833,123.84781,74.944855
8297,-70.58026,50.21857
3328,-47.444893,28.222723
9057,-58.45956,71.49374
8304,-21.910006,147.6837
2200,-26.456581,174.64622
16088,-24.016111,173.59052
8933,-132.83418,45.907635
1853,-111.78259,43.220802
6720,-110.0668,43.335457
1901,-108.408615,42.837315
12766,-107.85751,41.195686
8437,-106.27256,39.934113
16314,-107.15336,39.986717
8559,-105.09042,41.21382
6461,-26.440756,23.850544
6716,-46.457436,28.323523
6079,1.9751682,2.5182586
10790,-16.30298,27.369415
6465,-16.168716,27.401615
4513,-44.941265,45.274704
5493,-57.708023,1.0562907
5382,-57.370296,1.3903608
12721,-57.144703,1.6552162
8815,-56.598946,2.0223002
16210,-70.69493,-5.8302684
12193,-44.887814,47.915432
5403,-109.135796,35.04728
1755,-96.7509,58.76173
3333,-48.194733,57.5776
3320,-49.923313,108.50083
13130,-46.56147,106.659645
9136,-46.189198,106.54286
5409,-55.84224,88.681656
5401,-44.617847,85.12345
1273,-46.57065,87.22458
1200,-57.125385,58.219025
13646,-96.56269,42.49292
6730,-84.742714,38.244865
9108,-84.16824,40.929047
3303,-82.59759,43.19332
8437,-106.27256,39.934113
13127,-42.62042,61.058212
12902,-43.39808,60.336693
5459,-60.981464,51.21919
8607,-60.02551,50.693455
15362,-26.903687,26.42037
12971,-110.134186,31.121746
3257,-58.105743,53.499817
8289,-100.27744,82.3408
5413,-55.045193,58.464874
8582,-50.13532,61.14473
5519,-60.74393,40.537556
5574,-98.06976,82.1075
12868,-95.1898,33.537827
3300,-97.50221,32.277203
12602,-96.94613,32.8146
12731,-96.88424,31.00099
3549,63.51285,-0.14966811
17301,61.32876,1.1521162
6950,62.85852,2.8389354
14991,85.56473,30.601034
11656,57.549698,6.1125035
15331,66.62643,6.231353
4989,66.79565,6.261895
11588,80.386635,-54.902557
12064,25.89317,-83.26852
6172,19.326681,-82.40851
16395,20.558664,-80.21821
17334,101.620895,-132.67677
6539,108.36021,-152.6081
13773,114.4747,-148.58131
3602,117.98205,-146.10425
13594,117.06389,-146.81903
7307,116.468475,-146.39932
4509,117.70668,-149.93988
7122,115.5843,-149.81328
14752,117.21774,-146.67229
14116,119.14669,-145.22726
17391,76.31698,-92.47958
2548,81.42511,-87.35445
5702,73.36992,-96.439255
18528,18.75291,-56.64823
13719,68.454056,95.23789
19615,157.10046,-11.529199
14374,165.80453,-26.340288
13473,118.70787,-44.04532
6983,117.64174,-43.616093
11580,116.88416,-43.73424
11109,116.63372,-43.667843
20141,116.65419,-43.487865
7079,116.93896,-42.890106
12083,116.11558,-41.427788
4006,115.91098,-39.96144
19962,32.691765,15.250252
4559,32.710243,15.3099785
14387,116.73522,-36.735073
19145,107.713776,-75.25063
11067,105.31018,-77.34493
6066,45.515892,6.8667183
4540,78.71659,14.199753
14750,84.5652,20.745676
15172,72.15313,101.982735
10396,61.27949,39.052788
10694,12.616777,2.7146597
13710,50.638474,-117.228424
6347,47.58973,-109.142
13853,38.850315,-126.70427
4675,-42.188877,-81.036705
9603,-42.181274,-80.50608
7677,-42.255703,-80.6042
13861,-26.535616,26.08912
12626,-82.391304,69.08671
286,-82.3622,66.46458
5459,-60.981464,51.21919
8918,-52.996223,51.684357
6829,-94.779594,32.10915
15709,-43.360302,92.31755
1270,-44.626575,96.77471
12643,-53.660824,97.75135
9057,-58.45956,71.49374
12808,-56.805393,72.15726
12726,-56.77559,72.156715
12322,-69.76325,59.460598
15968,-41.286453,96.02963
8852,-40.46518,97.77131
8602,-42.38268,99.57192
7176,-72.81274,2.9767091
8938,-67.30982,69.64192
8954,-49.91898,59.818096
12401,-49.40388,50.123203
8918,-52.996223,51.684357
12666,-52.146973,51.911537
15509,-47.248116,61.65553
1103,-32.99398,62.154972
1200,-57.125385,58.219025
1104,-32.959785,62.157223
11537,97.59771,-20.76594
10578,146.29308,-42.425495
10755,145.62347,-41.947624
11745,145.40416,-41.982204
13326,146.44579,-41.692043
19996,36.648205,31.17017
11147,36.84582,31.096956
18493,36.539257,31.235367
19997,37.035362,31.059734
11945,85.25779,66.84292
10514,-141.3935,-67.01064
11674,59.942795,19.234238
4766,-4.128612,-194.78786
3825,-4.8651366,-190.84586
4694,-43.916023,-84.995094
7811,-47.353336,-85.610146
2497,-50.54709,-88.18795
9371,-48.72419,-87.76312
9370,-48.159695,-86.88189
2515,-49.778652,-86.512726
4774,-97.18015,-81.35263
4628,-97.59367,-111.69225
9892,-99.22692,-112.69439
17547,-97.99682,-108.3064
7634,-99.18452,-112.88354
11919,-93.3369,-63.29594
7713,-65.66627,-81.88676
9225,-76.639084,-116.01582
14383,31.023693,-56.894985
7012,121.28317,-4.243847
4565,41.261486,-77.90177
2914,54.98252,-30.709427
12204,47.448322,-98.57926
11964,58.69237,-37.76133
5051,40.708904,-2.2509627
10930,63.997902,-115.86283
10632,40.931156,-113.12995
6225,35.55858,-94.04856
14517,41.345352,-112.825554
11307,42.014694,-12.093619
6461,-26.440756,23.850544
3344,-66.75076,47.16728
13035,-67.77048,48.81301
4513,-44.941265,45.274704
1668,-39.522915,-59.956955
6395,91.526634,21.567078
14110,-2.136668,-85.09847
20096,27.365479,-43.775574
10781,17.749846,-10.839284
3701,58.748688,-34.97732
20296,138.69661,-22.689634
10989,38.196705,-117.65675
13772,100.61171,120.448006
15612,-52.069138,25.850605
11900,30.63019,82.22314
16477,102.96342,59.37469
6181,103.143745,60.21219
20307,103.273094,59.970898
18546,103.59017,60.12189
7070,102.45556,60.6742
14153,103.27284,59.931377
7942,103.53082,60.033894
14308,-21.914112,-10.390127
11853,-21.83375,-12.347999
12207,-20.008982,-9.587685
14081,-21.390806,-11.819432
19993,-21.319452,-11.775693
18704,-21.357332,-11.397349
1,54.338463,29.368631
7754,-4.585734,-104.41368
14975,48.627663,44.92543
10437,114.72769,-43.148365
14873,113.63544,-39.88178
8524,-110.767784,-29.494911
7138,-110.59256,-29.459532
10545,100.4612,-16.128061
10844,-5.2451715,-43.75816
16931,102.683,124.920944
19643,104.43101,118.76586
14685,121.41916,84.35199
10959,125.79969,96.51794
10899,75.39047,96.376656
14025,35.05508,-109.93856
8079,170.91241,1.9076906
20472,5.1851273,31.699997
5763,179.2457,2.6570404
4323,180.0238,5.4288588
8729,-78.23145,45.38723
702,-73.35875,23.874464
15740,-110.468765,25.771717
5400,-113.16941,26.790752
8968,-72.30793,-1.1118817
2162,-71.92177,-1.5900413
8297,-70.58026,50.21857
11856,118.95185,10.048067
13462,46.452633,-40.712242
8138,48.9672,-40.44134
11787,41.523014,-33.3625
11608,43.07983,-3.0639412
693,94.02761,-23.38372
5779,67.36391,-69.07492
12180,132.31525,-47.472424
11496,132.24158,-48.22746
3994,30.010506,98.26678
12282,103.48248,121.889626
11253,103.187546,44.52615
4000,-116.70401,-44.98383
3662,-87.4398,-111.40067
4605,-87.24563,-111.87828
7650,-87.83029,-112.4907
703,-90.31217,-113.57435
9461,-89.50346,-115.84249
17456,-81.16652,-121.88935
17561,-88.634636,-114.59753
17411,-88.89313,-114.504555
9332,-89.525764,-115.603874
17640,-106.52949,-122.528114
9260,-108.646095,-121.6281
7474,-116.78544,-142.9747
9426,-110.352516,-137.93417
10105,-116.03929,-139.40802
