id,x,y
11308,79.10763,14.1813755
4800,-92.167564,-63.03603
10913,-19.699488,-37.72032
16002,-162.02025,73.484795
15753,-44.586384,90.90073
3081,28.286085,69.59157
8079,170.91241,1.9076906
4569,-153.57114,-91.39803
15454,-79.667244,53.433086
2847,-179.9724,62.649292
17398,-75.063385,5.348224
15498,-109.711914,31.968748
17401,-152.44444,-57.451374
7828,147.1873,-72.37351
11834,-22.046505,13.374862
10897,-173.89206,-50.221237
9680,-40.62244,-125.9493
12400,-165.28336,-10.517123
19191,123.328804,76.819954
7744,77.358475,-93.72191
7163,122.14419,35.71959
11024,16.907398,-40.057835
4187,66.49202,106.73662
9654,-90.49536,-68.06409
10434,6.5497575,34.261116
19262,120.93496,-1.5808592
1985,43.949062,179.37366
12492,-78.67551,53.70766
13962,27.293196,-43.53158
8907,-126.04572,74.60911
7783,110.413925,-13.029164
8247,-77.641685,46.909718
14800,154.28317,65.082664
15761,-136.08885,117.1343
11922,-20.326065,12.90724
11953,39.402542,-118.843315
12841,-140.43855,35.03609
10471,4.862109,42.84576
10930,63.997902,-115.86283
12709,-137.96785,24.349663
16180,-79.95223,80.75443
8873,-92.13966,76.85756
8657,-105.7503,4.0401244
11237,-142.45714,-52.99885
9045,-76.92536,65.09464
12390,-60.93487,44.010048
8141,-176.53671,-56.257465
8582,-50.13532,61.14473
10228,-76.688484,-115.62221
1545,31.415495,166.70505
3770,25.900213,89.957756
6867,-138.58685,8.5442295
20501,-55.78921,-42.639503
8871,-48.320995,37.15838
15803,-50.778896,46.847084
4696,-41.739616,-88.71011
2107,-133.22716,46.567875
9766,-6.7567873,-184.30603
10352,14.525835,27.483253
9790,-93.436134,-147.20071
16988,126.53493,38.40635
9010,-132.01515,45.546314
855,94.64902,-152.2584
6325,71.78518,-14.301096
16518,103.99495,-140.48758
9497,-89.15725,-65.84474
10294,79.70787,-12.713475
19072,33.52229,71.46608
5398,-80.53811,33.19249
9369,-42.2379,-82.86086
12822,-38.828617,81.85672
8824,-104.33991,3.861472
14967,80.46238,-87.89197
17142,142.16438,-1.2185494
3259,-26.848692,153.8733
20443,101.95584,120.09226
15243,90.323586,21.036478
8221,-49.122585,70.14962
1901,-108.408615,42.837315
10594,78.04061,-67.97982
19700,6.977585,-32.865715
17131,122.802055,39.290314
4644,-69.41494,-113.75326
3955,72.39756,94.96319
6402,92.065834,42.0005
11735,70.45309,103.784996
6727,-35.498817,156.1179
12778,-147.17715,48.891006
6405,86.603775,-24.646404
13684,151.34198,54.287144
3215,-32.770336,153.59012
5872,44.523655,175.43791
15946,-146.43398,48.97817
16900,165.47801,-25.201508
19932,10.486618,30.593739
16377,-68.73323,23.928698
17088,-11.284631,-99.062775
7783,110.413925,-13.029164
13813,-12.360162,-73.9659
13269,-55.409046,92.67477
10348,17.621347,91.96309
4039,142.77022,32.880585
16899,17.03221,39.766403
3707,-34.42314,-119.87286
20012,63.44134,1.3755548
11288,113.1295,57.811264
20632,-147.03642,114.98693
11231,25.120518,50.913696
13594,117.06389,-146.81903
12711,-155.00932,34.387917
15987,-43.22253,96.99536
12712,-96.911736,90.21579
3764,34.147373,-107.79569
8568,-137.60594,117.83194
11410,74.19015,-88.632835
15890,-27.363083,151.87036
6309,162.58273,-23.099537
15752,-52.92958,95.07929
5436,-20.78861,150.9191
13251,-38.122974,99.51215
6355,85.14626,21.292013
2578,-146.77234,118.067795
15914,-59.68535,69.25194
4740,-92.08862,-144.07275
11005,121.53885,75.32044
5719,146.9069,-67.135056
16660,115.11724,-40.11393
14344,-19.65029,-51.246094
13616,105.69922,-141.78331
19212,31.989967,93.37637
18911,83.69067,63.389256
814,15.670686,48.28008
2685,3.471405,11.408405
16519,99.660164,-21.79193
7915,47.83789,-8.312455
8582,-50.13532,61.14473
18769,39.56772,-78.28603
10368,42.481796,2.7144108
18588,67.69939,101.31315
19102,53.532135,-22.532534
577,99.095375,-145.4728
9307,-76.48172,-86.21273
10412,-174.8471,-55.298393
18885,18.285332,29.507565
11841,60.25618,19.325117
10558,39.50688,-104.1666
9325,-96.000824,-147.6369
10264,106.345314,-141.67976
3267,-155.50424,112.39396
12345,-61.576355,0.07605041
16592,-118.93285,-29.03702
6437,55.566208,-118.05503
10357,99.88697,-17.400387
12371,-39.047905,98.53297
3718,41.446987,-77.17259
15086,143.5493,-1.5019624
724,46.613453,180.40987
6195,121.20691,85.344154
11594,43.28921,-93.69672
7395,124.812004,-62.124577
195,84.49446,-14.176771
11061,109.13184,-70.746925
15989,-61.9003,20.285517
15771,-39.429115,67.81814
18447,-0.97003126,-78.30541
19232,-126.95568,-1.0346974
19467,47.402386,-39.610405
19589,111.82986,-75.135826
1326,24.202238,133.31563
9460,-115.9378,-122.17996
17507,-37.107914,-85.07168
15527,-100.1891,88.543274
8747,-114.001884,78.02035
11562,-113.36672,-39.560352
3801,123.000656,86.08249
5691,59.579334,30.848505
7234,38.26637,-11.550082
19023,67.08817,38.36369
8509,-141.28352,3.6240332
13215,-148.71655,114.872055
18871,40.46707,-100.93454
11093,14.667656,41.773464
10331,-126.9602,-9.976394
7776,44.263756,-44.45244
19976,29.61858,75.08148
13153,-136.9188,3.8044574
15727,-58.788746,27.143854
8012,-20.613708,-52.541798
3313,-62.074997,-7.1105003
17266,111.009895,-62.41636
10799,67.322136,40.82528
16099,-109.40401,40.74348
6081,82.19528,-24.247433
12287,25.897795,95.949585
6830,-58.47347,57.5988
11222,15.58512,-56.258263
14727,40.17948,-11.265033
18603,66.73162,37.929726
19252,68.84951,-65.22527
5000,2.1336474,7.516634
15286,79.84167,-82.662254
10494,53.493664,-28.580109
8148,157.27214,24.79383
3951,127.881355,-60.67786
9829,-93.98802,-57.089024
6499,-1.537244,31.866018
15598,-58.771584,67.97983
4715,-55.185093,-87.245766
12311,-110.6509,46.162056
8897,-54.605873,60.997723
16869,62.61282,10.176684
15234,73.6638,95.30146
9195,-72.29271,4.9063716
14387,116.73522,-36.735073
10866,107.50607,22.163748
4637,-68.46259,-114.801216
13693,51.331577,-113.48444
20002,-129.55458,-48.41299
9965,-4.8972454,-193.117
12934,-130.57117,74.74666
9847,-0.010492661,-173.02931
15725,-50.002926,87.88611
20432,72.875694,92.815216
11889,21.909252,-59.80512
11226,81.29911,-97.49496
10894,-2.5955017,-42.235584
9070,-162.93535,49.088287
3339,-164.04971,-8.224284
14852,124.82282,74.136475
10788,119.79443,40.7361
8335,-144.56213,3.6232848
15578,-52.217182,52.13048
9019,-90.55186,16.242897
3917,-25.208467,152.64073
6319,152.52101,49.040165
16827,91.745964,23.797737
7522,-51.292835,-89.66432
5513,-133.51596,39.525616
13082,-160.72029,79.38599
4855,-93.18432,-64.1475
20065,112.456795,-21.139452
12579,-40.53143,80.66739
8193,-160.77036,79.89433
5510,-57.890827,-2.7954354
2914,54.98252,-30.709427
14686,91.40684,19.577856
8515,-126.12536,109.69175
18818,98.84835,-24.9403
10082,-86.05168,-114.39037
5577,-54.022263,91.72803
12872,-154.4821,66.378975
14639,152.8777,55.68345
12260,34.12466,76.90471
6221,17.48266,-92.723724
523,40.20816,161.16858
6948,-3.2361698,-8.849005
815,-142.35243,-72.44689
16975,-148.75854,-64.160545
14803,-6.8519974,-102.5741
2830,-122.30265,3.4658825
12883,-169.06316,61.626297
13390,30.632217,72.05907
13080,-127.810104,123.05704
16477,102.96342,59.37469
13570,-22.335522,30.302702
13985,62.118526,-2.6568732
4692,-45.8597,-95.23125
15943,-59.65974,101.10764
721,27.999176,170.43254
9614,-46.12409,-94.85116
790,-100.19442,87.76543
13951,91.24255,23.718058
668,44.447117,160.18634
11374,14.256958,19.934866
3257,-58.105743,53.499817
7462,95.09318,86.439285
10563,99.85396,123.50669
11296,133.50717,4.448022
7114,146.5299,54.07229
18585,179.80247,7.4549265
15892,-137.99747,24.371494
19685,93.36533,28.184484
13388,155.43883,-15.882769
16901,30.201855,70.64222
6076,114.789375,-63.0157
8272,-55.583096,62.064796
7292,111.24291,8.154297
12273,68.5654,37.937523
5665,101.53945,74.910515
15096,-2.8108268,-30.886856
14117,-131.77705,-52.88553
6678,-29.773336,140.71149
103,90.926414,-20.952635
11102,47.86367,-29.333954
16604,88.78936,-54.20845
4691,-45.75258,-82.17382
16811,18.879452,-53.9887
12941,-56.209545,104.96484
8310,-78.69701,53.69499
19244,-138.34856,-55.8048
17021,37.206608,37.561966
14054,167.33725,-26.850933
10436,-161.10918,-89.76922
6917,-21.230228,-56.57388
3720,-24.103048,20.36038
11539,77.6914,-98.23872
5979,32.02632,170.06523
2276,31.007011,100.44396
9878,-70.211075,-114.44284
17073,12.9575815,17.309639
9549,-120.03835,-30.440434
8953,-136.29526,-6.485687
10189,-8.907882,-183.60422
8513,-148.85341,64.0729
6746,-145.11903,34.378445
9664,-112.742386,-118.03737
